CompanyID,CompanyName,Department,Address,City,Province,PostalCode,ContactName,ContactPhone,AccountNumberExactLenght,AccountNumberMinimumLength,AccountNumberMaximumLength,EditRulesForAccountNumbers,DataTypeFormatForAccountNumbers,ValidStartForAccountNumbers,InvalidStartForAccountNumbers,ValidEndForAccountnumbers,InvalidEndForAccountNumbers,Timestamp,CCIN,CompanyFrenchName,CompanyEnglishShortName,CompanyFrenchShortName,LanguageIndicator,EffectiveDate,CurrentRecord,CreditorType
"931","HARRISON MAN (RM) SEWER","","Box 220","NEWDALE","MB","R0J 1J0","Shelley Glenn","=""0""","99","","=""07""","","XXXXXXX","","","","","12/7/2008 4:53:57 AM","=""00000000""","HARRISON MAN (RM) SEWER","HARRISON SEWER","HARRISON SEWER","E","2/15/1998 12:00:00 AM","Y","CR"
"932","HARRISON MAN (RM) TAXES","","Box 220","NEWDALE","MB","R0J 1J0","Shelley Glenn","=""0""","99","","=""07""","","NNNNNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","HARRISON MAN (RM) TAXES","HARRISON TAXES","HARRISON TAXES","E","2/15/1998 12:00:00 AM","Y","CR"
"933","HARRISON MAN (RM) WATER","","Box 220","NEWDALE","MB","R0J 1J0","Shelley Glenn","=""0""","99","","=""07""","","XXXXXXX","","","","","12/7/2008 4:53:57 AM","=""00000000""","HARRISON MAN (RM) WATER","HARRISON WATER","HARRISON WATER","E","2/15/1998 12:00:00 AM","Y","CR"
"936","MACGILLIVRAY FUELS (NS)","","33 Adam St.","ANTIGONISH","NS","B2G 2G1","C. Reg MacGillivray","=""0""","99","","13","","XXXXXXXXXXXXX","","","","","12/7/2008 4:53:57 AM","=""00000000""","","MACGILLIVRAY FU","MACGILLIVRAY FU","E","2/15/1998 12:00:00 AM","Y","CR"
"939","NEEPAWA PHARMACY","","Box 367","NEEPAWA","MB","R0J 1H0","Nelson Jackson","=""0""","99","","=""08""","","NNNNNNNN","","","","","11/27/2012 9:08:56 AM","=""00000000""","","NEEPAWA PHRMCY","NEEPAWA PHRMCY","E","2/15/1998 12:00:00 AM","Y","CR"
"940","NEEPAWA MB TOWN OF - WATER","","Box 339","NEEPAWA","MB","R0J 1H0","Jamie Davie","=""0""","11","","99","","NNNNNNNNNNN","","","","","3/28/2012 3:24:24 PM","=""00000000""","","NEEPAWA-WATER","NEEPAWA-WATER","E","2/22/2000 12:00:00 AM","Y","CR"
"942","CAMROSE COUNTY","","3755 - 43 Avenue","CAMROSE","AB","T4V 3S8","Kimberley Shyshka","=""0""","6","","99","","NNNN NN","","","","","3/2/2015 11:26:54 AM","=""00000000""","CAMROSE COUNTY","CAMROSE COUNTY","CAMROSE COUNTY","E","2/15/1998 12:00:00 AM","Y","CR"
"943","REDWATER AB (TOWN OF) TAXES","","P.O. Box 397","REDWATER","AB","T0A 2W0","Barb Selinger","=""0""","8","","99","","NNNNNNNN","","","","","7/31/2009 10:06:22 AM","=""00000000""","","REDWATER TAXES","REDWATER TAXES","E","2/15/1998 12:00:00 AM","Y","CR"
"944","REDWATER AB (TOWN OF) UTILITIES","","P. O. Box 397","REDWATER","AB","T0A 2W0","Barb Selinger","=""0""","10","","99","","NNNNNNNNNN","","","","","7/31/2009 10:03:14 AM","=""00000000""","","REDWATER UTIL","REDWATER UTIL","E","2/15/1998 12:00:00 AM","Y","CR"
"948","GAZ METRO","","1717 Du Havre","MONTREAL","QC","H2K 2X3","Jacques Dumas","=""0""","11","","99","","NNNNNNNNNNN","","=""008 009                                                                                            ""","","","7/11/2011 3:15:38 PM","90001867","","GAZ METRO","GAZ METRO","E","2/15/1998 12:00:00 AM","Y","CR"
"951","CULLIGAN WATER (PRINCE ALBERT) SK","","521 - 13th Street East","PRINCE ALBERT","SK","S6V 1E5","Debbie Davis","=""0""","99","","=""04""","","NNNN","","","","","11/21/2012 9:05:43 AM","=""00000000""","CULLIGAN WATER (PRINCE ALBERT) SK","CULLIGAN WATER","CULLIGAN WATER","E","2/15/1998 12:00:00 AM","Y","CR"
"952","DICOLA PETROLEUM, ONT.","","87 South Street","PERTH","ON","K7H 3C5","Kathy Dicola","=""0""","99","","=""07""","","NNNNNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","","DICOLA PETRO.","DICOLA PETRO.","E","2/15/1998 12:00:00 AM","Y","CR"
"954","KENMAC ENERGY INC.","","P.O. Box 189","CHARLOTTETOWN","PE","C1A 7K4","Doreen","=""0""","6","","99","","NNNNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","","KENMAC ENERGY","KENMAC ENERGY","E","2/15/1998 12:00:00 AM","Y","CR"
"955","LANARK HIGHLANDS (TWP) TAXES","","75 George Street, Box 340","LANARK","ON","K0G 1K0","Mary Kirkham","=""0""","99","","15","","NNN NNN NNNNN NNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","","LANARK HIGHLAND","LANARK HIGHLAND","E","2/15/1998 12:00:00 AM","Y","CR"
"959","UNIVERSITY OF VICTORIA-TUITION FEES","","P.O. Box 3040","VICTORIA","BC","V8W 3N7","Jackie Evans","=""0""","99","","=""09""","","XXXXXXXXX","","","","","6/17/2011 10:45:01 AM","90009299","","U OF VIC.-TUIT","U OF VIC.TUIT","E","2/15/1998 12:00:00 AM","Y","CR"
"960","YORKTON SK (CITY OF) TAXES","","37 - 3rd Avneue N. P. O. Box 400","YORKTON","SK","S3N 2W3","Shannon Bell","=""0""","10","","99","","NNNNNNNNNN","","","","","8/20/2014 3:16:57 PM","=""00000000""","","YORKTON-TAXES","YORKTON-TAXES","E","8/3/2000 12:00:00 AM","Y","CR"
"961","YORKTON SK (CITY OF) UTILITIES","","37 - 3rd Avneue N. P.O. Box 400","YORKTON","SK","S3N 2W3","Shannon Bell","=""0""","99","","12","","NNNNNNNNNNNN","","","","","8/20/2014 3:17:09 PM","=""00000000""","","YORKTON-UTILS","YORKTON-UTILS","E","8/3/2000 12:00:00 AM","Y","CR"
"962","MISSISSIPPI MILLS (TWN)-TAXES","","14 Bridge St.","ALMONTE","ON","K0A 1A0","Joanne Silieff","=""0""","19","","99","","NNNNNNNNNNNNNNNNNNN","=""0931                                                                                               ""","","","","11/19/2012 11:22:06 AM","=""00000000""","","MISS. MILLS-TAX","MISS. MILLS-TAX","E","2/15/1998 12:00:00 AM","Y","CR"
"963","MISSISSIPPI MILLS (TWN)-WATER","","14 Bridge St.","ALMONTE","ON","K0A 1A0","Joanne Silieff","=""0""","99","","=""06""","","NNNNNN","","","","","11/19/2012 11:22:17 AM","=""00000000""","","MISS. MILLS-WTR","MISS. MILLS-WTR","E","2/15/1998 12:00:00 AM","Y","CR"
"966","MACKLIN (SK) (TOWN OF) TAXES","","Box 69","MACKLIN","SK","S0L 3C0","Mr. Kim Gartner","=""0""","99","","=""07""","","NNNNNNN","","","","","5/27/2009 10:47:20 AM","=""00000000""","MACKLIN (SK) (TOWN OF) TAXES","MACKLIN TAXES","MACKLIN TAXES","E","2/15/1998 12:00:00 AM","Y","CR"
"967","MACKLIN (SK) (TOWN OF) UTILITIES","","Box 69","MACKLIN","SK","S0L 2C0","Mr. Kim Gartner","=""0""","99","","=""07""","","NNNNNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","","MACKLIN-UTILS","MACKLIN-UTILS","E","2/15/1998 12:00:00 AM","Y","CR"
"968","MINNEDOSA MB (TOWN OF) UTILITIES","","P.O. Box 426","MINNEDOSA","MB","R0J 1E0","Chris Yuen","=""0""","99","","=""09""","","NNNNNNNNN","","","","","12/10/2008 9:53:04 AM","=""00000000""","MINNEDOSA MB (TOWN OF) UTILITIES","MINNEDOSA UTIL","MINNEDOSA UTIL","E","2/15/1998 12:00:00 AM","Y","CR"
"970","YOURLINK INC.","","222 Cardinal Crescent","SASKATOON","SK","S7L 6H8","Melissa Stonehouse","=""0""","9","","99","","NNNNNNNNN","","","","","7/30/2012 3:08:10 PM","90030899","","YOURLINK INC.","YOURLINK INC","E","2/15/1998 12:00:00 AM","Y","CR"
"972","COLLINGWOOD ON (TOWN OF) TAXES","","P.O. Box 157, 97 Hurontario St.","COLLINGWOOD","ON","L9Y 3Z5","Debbie Rowbotham","=""0""","19","","99","","NNNNNNNNNNNNNNNNNNN","4331                                                                                               ","","=""0000                                                                                               ""","","8/14/2014 8:32:45 AM","90089470","","COLLINGWOOD-TXS","COLLINGWOOD-TXS","E","2/15/1998 12:00:00 AM","Y","CR"
"973","SHAUNAVON CHEV. OLDS","","Box 70","SHAUNAVON","SK","S0N 2M0","Accounts Receivable","=""0""","7","","99","","NNN NNNN","","","","","11/27/2012 11:16:42 AM","=""00000000""","","SHAUNAVON CHEV","SHAUNAVON CHEV","E","6/12/2000 12:00:00 AM","Y","CR"
"975","WILSON FUEL CO. LIMITED","","97 Pleasant St. P.O. Box 744","TRURO","NS","B2N 5G1","Elva Geldart","=""0""","99","","=""08""","","NNNNNNNN","","","","","10/30/2012 3:06:54 PM","90005355","","WILSON FUEL CO.","WILSON FUEL CO.","E","2/15/1998 12:00:00 AM","Y","CR"
"977","BRANDON SUN (CARRIER)","","501 Rosser Ave","BRANDON","MB","R7B 3E5","Jodie Perreault","=""0""","6","","99","","XXXXXX","","","","","8/12/2010 1:08:19 PM","90055933","","BRANDON SUN CRR","BRANDON SUN CRR","E","2/15/1998 12:00:00 AM","Y","CR"
"978","BRANDON SUN (SUBSCRIPTION)","","501 Rosser Ave.","BRANDON","MB","R7B 3E5","Jodie Perreault","=""0""","99","","=""06""","","NNNNNN","","","","","8/12/2010 1:53:30 PM","90055933","","BRANDON SUN SUB","BRANDON SUN SUB","E","2/15/1998 12:00:00 AM","Y","CR"
"979","DAVID R. BANGS FUELS (ONT)","","POBox 20009, Perth Mews Post Office","PERTH","ON","K7H 3M6","David Bangs","=""0""","99","","=""05""","","NNNNN","","","","","3/31/2015 1:36:16 PM","=""00000000""","","DAVID R. BANGS","DAVID R. BANGS","E","2/15/1998 12:00:00 AM","Y","CR"
"984","RUSSELL & DIST. VET CLINIC (MAN)","","Box 1302","RUSSELL","MB","R0J 1W0","Jacquie Mazur","=""0""","99","","=""04""","","NNNN","","","","","11/27/2012 9:16:59 AM","=""00000000""","","RUSSELL VET","RUSSELL VET","E","2/15/1998 12:00:00 AM","Y","CR"
"988","TWIN VALLEY CO-OP (MB)","","Box 160","BIRTLE","MB","R0M 0C0","John Bonnell","=""0""","99","","=""06""","","NNNNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","","TWIN VLLY CO-OP","TWIN VLLY CO-OP","E","2/15/1998 12:00:00 AM","Y","CR"
"989","WEST CAN TELECOM (MAN)","","Box 1137","WINNIPEG","MB","R3C 2Y4","Cindy Hanwell","=""0""","99","","=""05""","","NNNNN","","","","","11/26/2012 11:00:32 AM","=""00000000""","","WEST CAN TELECM","WEST CAN TELECM","E","2/15/1998 12:00:00 AM","Y","CR"
"995","PLYMPTON-WYOMING (TOWN)-TAX (ON)","","P.O. Box 250, 546 Niagara Street","PLYMPTON-WYOMING","ON","N0N 1T0","Norma Roddick-Preece","=""0""","15","","99","","NNN NNN NNNNN NNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","","PLYMP-WYOM TAX","PLYMP-WYOM TAX","E","2/15/1998 12:00:00 AM","Y","CR"
"996","CHURCHILL HOME BUILDING CENTRE","","204 Kelsey Blvd. Box 940","CHURCHILL","MB","R0B 0E0","Rhoda Demeulles","=""0""","99","","=""05""","","NNNNN","","","","","11/16/2012 12:39:02 PM","=""00000000""","","CHURCH HOM BLDG","CHURCH HOM BLDG","E","2/15/1998 12:00:00 AM","Y","CR"
"999","WOOD BUFFALO UTILITIES (AB)","","9909 Franklin Ave.","FORT MCMURRAY","AB","T9H 2K4","Katherine Ambrus","=""0""","99","","10","","NNNNNNNNNN","","","","","2/24/2015 1:35:02 PM","=""00000000""","","WOOD BFFLO UTIL","WOOD BFFLO UTIL","E","2/15/1998 12:00:00 AM","Y","CR"
"1001","AMHERST NS (TOWN OF) TAXES","","P. O. Box 516","AMHERST","NS","B4H 4A1","Vince Arbing","=""0""","6","","99","","NNNNNN","","","","","4/2/2015 8:20:17 AM","=""00000000""","","AMHERST NS TAX","AMHERST NS TAX","E","9/12/2000 12:00:00 AM","Y","CR"
"1002","AMHERST NS (TOWN OF) WATER","","P. O. Box 516","AMHERST","NS","B4H 4A1","Vince Arbing","=""0""","6","","99","","NNNNNN","","","","","4/29/2015 11:55:05 AM","=""00000000""","","AMHERST NS WTR","AMHERST NS WTR","E","9/12/2000 12:00:00 AM","Y","CR"
"1003","PRAIRIE VIEW(MUNI)-PROPERTY TAX","","1161 St. Clare St. E. Box 57","BIRTLE","MB","R0M 0C0","Debbie Jensen","=""0""","6","","99","","NNNNNN","","","","","1/29/2015 10:23:46 AM","=""00000000""","PRAIRIE VIEW(MUNI)-PROPERTY TAX","PRAIRIEVIEW-TAX","PRAIRIEVIEW-TAX","E","2/15/1998 12:00:00 AM","Y","CR"
"1004","PRAIRIE VIEW(MUNI) BIRTLE-UTILITIES","","1161 St. Clare St. E., Box 57","BIRTLE","MB","R0M 0C0","Debbie Jensen","=""0""","6","","99","","NNNNNN","","","","","1/29/2015 10:23:37 AM","=""00000000""","","BIRTLE MB (WTR)","BIRTLE MB (WTR)","E","2/15/1998 12:00:00 AM","Y","CR"
"1005","BOISSEVAIN PLUMBING & HEATING (MB)","","Box 719","BOISSEVAIN","MB","R0K 0E0","Deb Merritt","=""0""","7","","99","","NNN NNNN","","","","","11/27/2012 9:32:07 AM","=""00000000""","BOISSEVAIN PLUMBING & HEATING (MB)","BOISSEVAIN PLMB","BOISSEVAIN PLMB","E","2/15/1998 12:00:00 AM","Y","CR"
"1006","CARMAN MB (TOWN OF) TAXES","","Box 160","CARMAN","MB","R0G 0J0","Cheryl Young","=""0""","99","","=""07""","","NNNNNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","CARMAN MB (TOWN OF) TAXES","CARMAN, MB TAX","CARMAN, MB TAX","E","2/15/1998 12:00:00 AM","Y","CR"
"1007","CARMAN MB (TOWN OF) UTILITIES","","Box 160","CARMAN","MB","R0G 0J0","Cheryl Young","=""0""","99","","=""07""","","NNNNNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","CARMAN MB (TOWN OF) UTILITIES","CARMAN, MB UTIL","CARMAN, MB UTIL","E","2/15/1998 12:00:00 AM","Y","CR"
"1008","CENTENNIAL FARM SUPPLY LTD.","","Box 1480","WINKLER","MB","R6W 4B4","Laurence Braun","=""0""","7","","99","","NNNNNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","","CENTENNIAL FARM","CENTENNIAL FARM","E","6/23/2000 12:00:00 AM","Y","CR"
"1010","EAST FERRIS (TWP) TAXES (ON)","","R.R. #1, Box 85","CORBEIL","ON","P0H 1K0","Denise G. Beardmore","=""0""","6","","99","","XXXXXX","","","","","5/16/2014 9:10:17 AM","=""00000000""","","EAST FERRIS-TXS","EAST FERRIS-TXS","E","2/15/1998 12:00:00 AM","Y","CR"
"1011","ESPANOLA REGIONAL HYDRO DIST. CORP.","","598 Second St.","ESPANOLA","ON","P5E 1C4","Nancy Hembruff","=""0""","13","","99","","NNNNNNNNNNNNN","","","","","11/2/2012 2:59:19 PM","90017324","","ESPANOLA HYDRO","ESPANOLA HYDRO","E","2/15/1998 12:00:00 AM","Y","CR"
"1012","HIGH RIVER (TOWN OF )WATER/SEWER AB","","129 - 3rd Ave. S.W.","HIGH RIVER","AB","T1V 1R9","Ann Davis","=""0""","99","","14","","NNNNNNNNNNNNNN","","","","","8/10/2010 10:10:12 AM","90003847","","HIGH RVR UTIL","HIGH RVR UTIL","E","2/15/1998 12:00:00 AM","Y","CR"
"1013","JOSEPH ELIE LIMITED","","7999 Les Galeries D'Anjou B-130","VILLE D'ANJOU","QC","H1M 1W9","Accounting Department","=""0""","7","","99","","XXXXXXX","9                                                                                                  ","","","","10/31/2012 9:18:53 AM","=""00000000""","","JOSEPH ELIE LTD","JOSEPH ELIE LTD","E","9/7/2000 12:00:00 AM","Y","CR"
"1015","LA CAPITALE ASSURANCES GENERALES","","525 boul. Rene-Levesque Est","QUEBEC","QC","G1R 5R2","Carole Bergeron","=""0""","99","","10","","XNNNNNNNNN","G                                                                                                  ","","","","2/7/2014 10:56:54 AM","90016183","","LA CAPITALE","LA CAPITALE","E","8/25/2000 12:00:00 AM","Y","CR"
"1016","HUILES NORCO (LES)","","230 Rue Norman","VILLE ST.-PIERRE","QC","H8R 1A1","ANNA AMMENDOLEA","=""0""","99","","10","","NNNNNNNNNN","","","","","2/11/2015 10:59:47 AM","90087141","","LES HUILES NRCO","LES HUILES NRCO","E","2/22/2000 12:00:00 AM","Y","CR"
"1017","MELVILLE SK (CITY OF ) WATER/SEWER","","Box 1240","MELVILLE","SK","S0A 2P0","Jean Loveridge","=""0""","99","","13","","NNN NNNNNNN NNN","","","","","12/1/2010 10:33:26 AM","=""00000000""","","MELVILLE-WATER","MELVILLE-WATER","E","2/15/1998 12:00:00 AM","Y","CR"
"1018","MTS WIRELESS","","P.O. Box 8500","WINNIPEG","MB","R3C 4V3","DEB PAUL","=""0""","8","","99","","NNNNNNNN","","","","","12/10/2014 2:39:44 PM","90004560","","MTS WIRELESS","MTS WIRELESS","E","2/15/1998 12:00:00 AM","Y","CR"
"1020","REGINA SK (CITY OF) UTILITIES","","P. O. Box 1790","REGINA","SK","S4P 3C8","Denise Sawka","=""0""","12","","99","","NNNNNN NNNNNN","","","","","9/25/2014 9:02:10 AM","90006586","","REGINA-UTILS","REGINA-UTILS","E","2/15/1998 12:00:00 AM","Y","CR"
"1021","VILLE DE REPENTIGNY-TAXES","","435 Boulevard Iberville","REPENTIGNY","QC","J6A 2B6","JACQUES BONIN","=""0""","11","","99","S","NNNNNNNNNNN","=""000                                                                                                ""","","","","4/15/2013 10:42:38 AM","90001643","VILLE DE REPENTIGNY-TAXES","REPENTIGNY-TXS","REPENTIGNY-TXS","F","2/15/1998 12:00:00 AM","Y","CR"
"1022","SHOAL LAKE PHARMACY (MB)","","Box 119, 355 Station Rd.","SHOAL LAKE","MB","R0J 1Z0","Joanne Johnson","=""0""","99","","=""07""","","NNN NNNN","","","","","11/20/2012 11:04:53 AM","=""00000000""","","SHOAL LK PHRMCY","SHOAL LK PHRNCY","E","2/15/1998 12:00:00 AM","Y","CR"
"1024","SLAVE LAKE AB (TOWN OF) TAXES","","Box 1030","SLAVE LAKE","AB","T0G 2A0","David Joy","=""0""","7","","99","","NNNNNNN","","","","","11/24/2014 11:38:34 AM","90050251","SLAVE LAKE AB (TOWN OF) TAXES","SLAVE LAKE TAX","SLAVE LAKE TAX","E","2/15/1998 12:00:00 AM","Y","CR"
"1025","STETTLER AB (TOWN) UTILITIES/TAXES","","Box 280","STETTLER","AB","T0C 2L0","Laurie Tait","=""0""","99","","10","","NNNNNNNNNN","","","","","7/11/2013 9:09:03 AM","90081101","","STETTLER UTIL","STETTLER UTIL","E","2/15/1998 12:00:00 AM","Y","CR"
"1026","T.I.C. PARTS & SERVICE (MB)","","Box 746","NEEPAWA","MB","R0J 1H0","Darrell LeBoutiller","=""0""","7","","99","","NNNNNNN","","","","","11/27/2012 9:48:26 AM","=""00000000""","","T.I.C. PARTS","T.I.C. PARTS","E","2/15/1998 12:00:00 AM","Y","CR"
"1028","YORKTON CO-OP ASSOC. (SK)","","30 Argyle Street, P. O. Box 5025","YORKTON","SK","S3N 3Z4","Karen Lozinski","=""0""","99","","12","","NNNNNN NNNNNN","","","","","1/23/2015 9:33:53 AM","=""00000000""","","YORKTON CO-OP","YORKTON CO-OP","E","2/15/1998 12:00:00 AM","Y","CR"
"1029","CANADIAN TIRE MASTERCARD","","3449 Superior Court","OAKVILLE","ON","L6L 0C4","Wanda Eden X 35678","=""0""","16","","99","M","NNNNNNNNNNNNNNNN","544612  544613  544614  525995  5259953                                                            ","","","","10/23/2014 11:46:41 AM","90007790","CANADIAN TIRE MASTERCARD","CDN TIRE MC","CDN TIRE MC","E","2/15/1998 12:00:00 AM","Y","CR"
"1030","CARTE CAPITALE","","525 Boul Rene-Levesque Est","QUEBEC","QC","G1R 5R2","Helene Myrand","=""0""","9","","99","M","NNN NNN NNN","=""040                                                                                                ""","","","","2/13/2014 1:07:55 PM","90016192","","CARTE CAPITALE","CARTE CAPITALE","E","8/25/2000 12:00:00 AM","Y","CR"
"1031","VIDEOTRON S.E.N.C","","300 Viger Avenue E. 3rd Floor West","MONTREAL","QC","H2X 3W4","Caroline Lavoie","=""0""","12","","99","M","NNNNNNNNNNNN","","","","","11/3/2014 11:28:03 AM","90000154","","VIDEOTRON","VIDEOTRON","E","4/12/2000 12:00:00 AM","Y","CR"
"1033","KENTVILLE NS (TOWN OF) TAXES","","P. O. Box 218","KENTVILLE","NS","B4N 1K6","Debra Rains","=""0""","99","","=""08""","","NNNNNNNN","","","","","3/28/2013 10:45:57 AM","90002615","","KENTVILLE TAXES","KENTVILLE TAXES","E","2/15/1998 12:00:00 AM","Y","CR"
"1034","KENTVILLE NS (TOWN OF) SEWER","","P. O. Box 218","KENTVILLE","NS","B4N 1K6","Debra Rains","=""0""","7","","99","","N NNN NNN","9                                                                                                  ","","","","3/28/2013 9:14:51 AM","90002624","","KENTVILLE SEWER","KENTVILLE SEWER","E","2/15/1998 12:00:00 AM","Y","CR"
"1035","KENTVILLE NS (TOWN OF) WATER","","P. O. Box 218","KENTVILLE","NS","B4N 1K6","Debra Rains","=""0""","7","","99","","NNNNNNN","","","","","3/28/2013 9:14:11 AM","90002633","","KENTVILLE WATER","KENTVILLE WATER","E","2/15/1998 12:00:00 AM","Y","CR"
"1036","NEWMARKET ON (TOWN OF) TAXES","","395 Mulock Dr. P.O. Box 328, Stn. M","NEWMARKET","ON","L3Y 4X7","Barb Cocking","=""0""","99","","19","","NNNNNNNNNNNNNNNNNNN","","","","","1/28/2015 2:10:59 PM","90005907","","NEWMARKET TAXES","NEWMARKET TAXES","E","11/2/2000 12:00:00 AM","Y","CR"
"1039","SMITHS FALLS (ON) TAXES","","77 Beckwith St. N.","SMITH FALLS","ON","K7A 2B8","Wayne Brown","=""0""","99","","19","","NNNNNNNNNNNNNNNNNNN","","","","","11/19/2012 9:08:44 AM","=""00000000""","","SMITHS FALLS TX","SMITHS FALLS TX","E","2/15/1998 12:00:00 AM","Y","CR"
"1040","SMITHS FALLS (TWN) WTR & WASTEWTR","","25 Old Mill Road","SMITH FALLS","ON","K7A 1Z2","Kim Miskelly","=""0""","11","","99","","NNNNNNNNNNN","","","","","6/20/2013 3:43:07 PM","=""00000000""","","SMITHS FALLS WT","SMITHS FALLS WT","E","2/15/1998 12:00:00 AM","Y","CR"
"1042","ADAMS, BROCK, REDDING & CO.","","34 - 11th Ave. S.","CRANBROOK","BC","V1C 2P1","Lynn Shaw","=""0""","99","","=""05""","","NNNNN","","","","","12/7/2008 4:53:57 AM","=""00000000""","ADAMS, BROCK, REDDING & CO.","ADAMS,BROCK,RED","ADAMS,BROCK,RED","E","9/12/2000 12:00:00 AM","Y","CR"
"1043","BLACK DIAMOND (AB) TAXES","","P. O. Box 10, 301 Centre Ave. W.","BLACK DIAMOND","AB","T0L 0H0","Dianne Kreh","=""0""","11","","99","","NNNNNNNNNNN","=""000                                                                                                ""","","","","11/20/2012 10:35:19 AM","=""00000000""","","BLACK DMND-TAX","BLACK DMND-TAX","E","2/15/1998 12:00:00 AM","Y","CR"
"1044","BLACK DIAMOND (AB) UTILITIES","","P. O. Box 10, 301 Centre Ave. W.","BLACK DIAMOND","AB","T0L 0H0","Joanne Irwin","=""0""","11","","99","","NNNNNNNNNNN","=""00                                                                                                 ""","","","","11/20/2012 10:35:46 AM","=""00000000""","","BLACK DMND-UTIL","BLACK DMND-UTIL","E","2/15/1998 12:00:00 AM","Y","CR"
"1045","CAPRI INSURANCE SERVICES","","204 - 1835 Gordon Drive","KELOWNA","BC","V1Y 3N5","Sue Beagle","=""0""","99","","=""07""","","XXXXXXX","","","","","11/22/2012 11:25:11 AM","=""00000000""","","CAPRI INS. SER.","CAPRI INS. SER.","E","10/31/2000 12:00:00 AM","Y","CR"
"1047","COGECO CABLE  S.E.N.C.","","1630, 6e Rue, Bureau 100","TROIS-RIVIERES","QC","G8Y 5B8","Jessy Charon X 7465","=""0""","11","","99","","NNNNNNNNNNN","110                                                                                                ","","","","3/5/2014 9:51:10 AM","90004043","","COGECO CBL SENC","COGECO CBL SENC","E","8/1/2000 12:00:00 AM","Y","CR"
"1048","NORTHERN BRUCE PENINSULA -TAXES","","56 Concession Rd 5  RR 2","LION'S HEAD","ON","N0H 1W0","Mary Lafontaine","=""0""","19","","99","","NNNNNNNNNNNNNNNNNNN","4109                                                                                               ","","=""0000                                                                                               ""","","11/19/2012 9:39:42 AM","=""00000000""","","N.BRUCE PENINS.","N.BRUCE PENINS.","E","2/15/1998 12:00:00 AM","Y","CR"
"1049","GUELPH/ERAMOSA (TWP) TAXES","","P O Box 3000","ROCKWOOD","ON","N0B 2K0","Laura Smith","=""0""","99","","19","","NNNNNNNNNNNNNNNNNNN","2311                                                                                               ","","=""00                                                                                                 ""","","11/20/2012 9:15:14 AM","=""00000000""","","ERAMOSA/GUELPH","ERAMOSA/GUELPH","E","3/8/2000 12:00:00 AM","Y","CR"
"1051","FAIRWAY INSURANCE (NS)","","1 Warwick St. Box 520","DIGBY","NS","B0V 1A0","Shelley Trimper","=""0""","8","","99","","XXXXXXX X","","","","","3/25/2009 3:59:32 PM","=""00000000""","","FAIRWAY INSRNCE","FAIRWAY INSRNCE","E","2/15/1998 12:00:00 AM","Y","CR"
"1052","ALGOMA POWER INC","","2 Sackville Road","SAULT STE MARIE","ON","P6B 6J6","Heather Koski","=""0""","7","","99","","NNNNNNN","1                                                                                                  ","","","","1/24/2013 1:38:06 PM","90076135","","ALGOMA POWER IN","ALGOMA POWER IN","E","2/15/1998 12:00:00 AM","Y","CR"
"1053","HENDERSON INSURANCE (SK)","","339 Main St. N.","MOOSE JAW","SK","S6H 0W2","Patti Wilson","=""0""","99","","=""07""","","XXXXXXX","","","","","11/30/2012 9:53:51 AM","=""00000000""","HENDERSON INSURANCE (SK)","HENDERSON INS","HENDERSON INS","E","9/12/2000 12:00:00 AM","Y","CR"
"1058","VILLE DE ROUYN-NORANDA - TAXES","","100, rue Taschereau Est. C.P. 220","ROUYN-NORANDA","QC","J9X 5C3","Lyne Poulin","=""0""","11","","99","S","NNNNNNNNNNN","","","","","12/7/2008 4:53:57 AM","90028358","VILLE DE ROUYN-NORANDA - TAXES","ROUYN-NORNDA-TX","ROUYN-NORNDA-TX","F","2/15/1998 12:00:00 AM","Y","CR"
"1061","COMMISSION SCOLAIRE ROUYN-NORANDA","","70 rue Des oblats Est. C.P. 908","ROUYN-NORANDA","QC","J9X 5C9","Richard Gauthier","=""0""","20","","99","S","NNNNNNNNNNNNNNNNNNNN","=""00260                                                                                              ""","","","","6/17/2011 10:52:48 AM","90031406","COMMISSION SCOLAIRE ROUYN-NORANDA","ROUYN-NORA SCOL","ROUYN-NORA SCOL","F","2/15/1998 12:00:00 AM","Y","CR"
"1062","RUTLAND WATERWORKS TAXES (BC)","","160 Hwy 33W","KELOWNA","BC","V1X 1X7","Jim Csek","=""0""","5","","99","","NNNNN","","","","","3/3/2010 3:42:28 PM","=""00000000""","","RUTLAND-TAXES","RUTLAND-TAXES","E","2/15/1998 12:00:00 AM","Y","CR"
"1064","VERNON, CITY - WATER & SEWER","","3400 - 30th Street","VERNON","BC","V1T 6L7","Madelaine Johnston","=""0""","99","","13","","NNNNNNNNNNNNN","","","","","7/28/2014 1:36:52 PM","90031120","","VERNON BC UTIL","VERNON BC UTIL","E","2/15/1998 12:00:00 AM","Y","CR"
